"","index","employees.employee.employment.public.union.board.political.labor.employer.government","general.attorney.briefs.solicitor.argued.assistant.cause.curiae.brief.jr","communist.party.organization.board.foreign.registration.act.control.movement.organizations","school.religious.schools.student.establishment.religion.students.forum.program.university","grand.jury.press.information.footnote.privilege.news.criminal.sources.investigation","mr.debate.senator.clause.legislative.said.privilege.plaintiff.office.house","act.congress.committee.answer.service.inquiry.president.united.questions.security","opinion.filed.joined.district.post.respondents.held.argued.dissenting.jj","speech.government.interest.act.interests.governmental.opinion.case.united.states","advertising.commercial.speech.regulations.information.central.cable.marketing.interest.broadcasting","candidates.candidate.political.election.footnote.contributions.party.expenditures.contribution.campaign","injunction.review.maryland.district.restraint.prior.judicial.order.footnote.relief","limits.federal.election.buckley.bcra.contributions.campaign.political.candidates.candidate","affirmed.syllabus.decided.argued.freedom.held.act.law.case.reversed","false.statements.jury.damages.petitioner.malice.times.respondent.actual.trial","solicitation.charitable.fraud.paid.fee.organizations.requirement.telemarketers.circulators.north","flag.words.peace.conviction.ohio.convicted.conduct.street.symbol.group","obscene.obscenity.material.materials.film.sexual.standards.films.indecent.minors","religious.tax.prison.religion.inmates.rfra.exercise.burden.inmate.sales","ordinance.city.picketing.public.streets.ordinances.park.police.permit.regulation","syllabus","caseName"
"165",164,0,0,0.0537974683544304,0.0348101265822785,0,0.00316455696202532,0,0.104430379746835,0,0,0,0.00316455696202532,0,0.0759493670886076,0.721518987341772,0,0,0.00316455696202532,0,0,"syllabus165","CURTIS PUBLISHING CO. v. BUTTS"
"166",165,0,0,0,0,0,0,0,0.0711111111111111,0,0,0,0.155555555555556,0,0.524444444444444,0,0,0,0,0,0.248888888888889,"syllabus166","WALKER et al. v. CITY OF BIRMINGHAM"
"167",166,0.034965034965035,0,0.111888111888112,0,0,0,0.0559440559440559,0.041958041958042,0.0629370629370629,0.00699300699300699,0.041958041958042,0.0979020979020979,0,0.545454545454545,0,0,0,0,0,0,"syllabus167","WHITEHILL v. ELKINS, PRESIDENT, UNIVERSITY OF MARYLAND, et al."
"168",167,0.34375,0,0,0,0.0078125,0,0,0.0078125,0.0390625,0.0234375,0,0,0,0.5703125,0.0078125,0,0,0,0,0,"syllabus168","UNITED MINE WORKERS OF AMERICA, DISTRICT 12 v. ILLINOIS STATE BAR ASSOCIATION et al."
"169",168,0,0.00763358778625954,0.083969465648855,0.0229007633587786,0,0.0305343511450382,0.190839694656489,0.274809160305344,0.0534351145038168,0,0,0,0,0.32824427480916,0,0,0,0,0,0.00763358778625954,"syllabus169","SCHNEIDER v. SMITH, COMMANDANT, UNITED STATES COAST GUARD"
"170",169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903225806451613,0,0.0967741935483871,0,0,0,0,"syllabus170","EPTON v. NEW YORK"
"171",170,0,0,0.00571428571428571,0.00571428571428571,0,0,0,0.177142857142857,0.04,0,0.0171428571428571,0.0857142857142857,0,0.314285714285714,0.00571428571428571,0.0114285714285714,0.234285714285714,0,0.00571428571428571,0.0971428571428571,"syllabus171","CAMERON et al. v. JOHNSON, GOVERNOR OF MISSISSIPPI, et al."
"172",171,0.021551724137931,0,0,0.0172413793103448,0.0258620689655172,0,0,0,0.0431034482758621,0,0.0431034482758621,0.00431034482758621,0,0.228448275862069,0,0,0,0.612068965517241,0,0.00431034482758621,"syllabus172","GINSBERG v. NEW YORK"
"173",172,0,0.00816326530612245,0.0897959183673469,0,0,0,0,0.0408163265306122,0,0,0,0.224489795918367,0.00816326530612245,0.00816326530612245,0.00816326530612245,0,0.0693877551020408,0.383673469387755,0,0.159183673469388,"syllabus173","INTERSTATE CIRCUIT, INC. v. CITY OF DALLAS"
"174",173,0,0,0.0747126436781609,0,0.0172413793103448,0,0,0,0,0,0,0,0.00574712643678161,0,0.867816091954023,0.00574712643678161,0.0114942528735632,0,0,0.0172413793103448,"syllabus174","ST. AMANT v. THOMPSON"
"175",174,0.0434782608695652,0,0.0062111801242236,0,0,0,0.0062111801242236,0.105590062111801,0,0,0,0,0,0.142857142857143,0,0,0,0,0.0372670807453416,0.658385093167702,"syllabus175","AMALGAMATED FOOD EMPLOYEES UNION LOCAL 590 et al. v. LOGAN VALLEY PLAZA, INC., et al."
"176",175,0,0,0.0434782608695652,0,0,0,0,0.0434782608695652,0,0,0,0,0,0.521739130434783,0,0,0.391304347826087,0,0,0,"syllabus176","ZWICKER et al. v. BOLL, DISTRICT ATTORNEY OF DANE COUNTY et al."
"177",176,0,0,0.0613026819923372,0,0.00383141762452107,0,0.0957854406130268,0.0306513409961686,0.425287356321839,0,0,0,0,0.203065134099617,0.00766283524904215,0,0.164750957854406,0.00383141762452107,0,0.00383141762452107,"syllabus177","UNITED STATES v. O'BRIEN"
"178",177,0.420289855072464,0,0,0.106280193236715,0.00483091787439614,0,0,0.135265700483092,0.0628019323671498,0,0.00483091787439614,0,0,0,0.256038647342995,0,0,0.00966183574879227,0,0,"syllabus178","PICKERING v. BOARD OF EDUCATION OF TOWNSHIP HIGH SCHOOL DISTRICT 205, WILL COUNTY"
"179",178,0,0,0,0.111111111111111,0,0.0238095238095238,0,0.246031746031746,0.00793650793650794,0,0.00793650793650794,0,0,0.119047619047619,0,0,0.0238095238095238,0.00793650793650794,0.412698412698413,0.0396825396825397,"syllabus179","EPPERSON et al. v. ARKANSAS"
"180",179,0,0.037593984962406,0.0300751879699248,0.0150375939849624,0,0.0150375939849624,0,0.233082706766917,0.0150375939849624,0.0075187969924812,0.0526315789473684,0.345864661654135,0.0150375939849624,0.165413533834586,0,0.0225563909774436,0.037593984962406,0,0.0075187969924812,0,"syllabus180","CARROLL et al. v. PRESIDENT AND COMMISSIONERS OF PRINCESS ANNE et al."
"181",180,0,0,0.082004555808656,0,0.00455580865603645,0,0.378132118451025,0.289293849658314,0,0,0,0.230068337129841,0,0.0136674259681093,0,0,0,0.00227790432801822,0,0,"syllabus181","CLARK, ATTORNEY GENERAL, et al. v. GABRIEL"
"182",181,0,0.0625,0,0.1875,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,"syllabus182","TINKER et al. v. DES MOINES INDEPENDENT COMMUNITY SCHOOL DISTRICT et al."
"183",182,0,0,0,0,0,0,0,0,0.0188679245283019,0,0,0,0,0.584905660377358,0,0,0.358490566037736,0.0188679245283019,0,0.0188679245283019,"syllabus183","GREGORY et al. v. CITY OF CHICAGO"
"184",183,0,0,0.00480769230769231,0,0,0,0.00480769230769231,0.0625,0,0,0.00961538461538462,0.00961538461538462,0,0.375,0.00480769230769231,0,0.0528846153846154,0.00480769230769231,0,0.471153846153846,"syllabus184","SHUTTLESWORTH v. CITY OF BIRMINGHAM"
"185",184,0,0,0,0.00675675675675676,0,0.00675675675675676,0.00675675675675676,0,0.141891891891892,0,0,0,0,0.358108108108108,0.0337837837837838,0,0,0.445945945945946,0,0,"syllabus185","STANLEY v. GEORGIA"
"186",185,0,0.0145631067961165,0.00970873786407767,0,0.0242718446601942,0,0,0,0,0.0242718446601942,0,0.00485436893203883,0,0.383495145631068,0,0,0.538834951456311,0,0,0,"syllabus186","STREET v. NEW YORK"
"187",186,0.0078125,0,0.00260416666666667,0,0.135416666666667,0.015625,0.078125,0.161458333333333,0.0651041666666667,0,0,0.00260416666666667,0,0.015625,0.135416666666667,0,0.361979166666667,0.0182291666666667,0,0,"syllabus187","WATTS v. UNITED STATES"
"188",187,0,0.00371747211895911,0,0,0,0,0,0,0.144981412639405,0.479553903345725,0.104089219330855,0,0,0.234200743494424,0.00371747211895911,0,0.00371747211895911,0,0.0185873605947955,0.00743494423791822,"syllabus188","RED LION BROADCASTING CO., INC., et al. v. FEDERAL COMMUNICATIONS COMMISSION et al."
"189",188,0,0,0,0,0.0187861271676301,0.00433526011560694,0,0.0101156069364162,0.0346820809248555,0.00144508670520231,0,0.00289017341040462,0,0.437861271676301,0,0,0.488439306358382,0,0.00144508670520231,0,"syllabus189","BRANDENBURG v. OHIO"
"190",189,0.0114285714285714,0,0.222857142857143,0,0,0,0.0571428571428571,0.348571428571429,0.08,0.0114285714285714,0,0,0,0,0.0685714285714286,0,0.177142857142857,0.0228571428571429,0,0,"syllabus190","BRYSON v. UNITED STATES"
"191",190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"syllabus191","COWGILL v. CALIFORNIA"
"192",191,0.00699300699300699,0,0.00699300699300699,0.223776223776224,0,0.0559440559440559,0,0.664335664335664,0,0,0,0,0.00699300699300699,0,0.013986013986014,0.00699300699300699,0,0,0,0.013986013986014,"syllabus192","JONES v. STATE BOARD OF EDUCATION OF TENNESSEE et al."
"193",192,0,0,0,0.283333333333333,0,0,0.0333333333333333,0.00833333333333333,0,0,0,0,0,0.25,0,0,0,0,0.416666666666667,0.00833333333333333,"syllabus193","WALZ v. TAX COMMISSION OF THE CITY OF NEW YORK"
"194",193,0,0.00645161290322581,0,0,0.0516129032258065,0.0129032258064516,0.0193548387096774,0.187096774193548,0,0.0451612903225806,0,0.567741935483871,0,0,0,0.00645161290322581,0,0.0580645161290323,0.0387096774193548,0.00645161290322581,"syllabus194","ROWAN, DBA AMERICAN BOOK SERVICE, et al. v. UNITED STATES POST OFFICE DEPARTMENT et al."
"195",194,0,0.00757575757575758,0.0151515151515152,0.00757575757575758,0.0151515151515152,0.053030303030303,0,0.143939393939394,0,0,0,0.0378787878787879,0,0.00757575757575758,0.674242424242424,0,0.0151515151515152,0,0,0.0227272727272727,"syllabus195","GREENBELT COOPERATIVE PUBLISHING ASSN., INC., et al. v. BRESLER"
"196",195,0,0,0.043010752688172,0,0,0,0.333333333333333,0.225806451612903,0,0,0,0.010752688172043,0,0.0860215053763441,0.0967741935483871,0,0.172043010752688,0,0,0.032258064516129,"syllabus196","SCHACHT v. UNITED STATES"
"197",196,0,0.0078740157480315,0,0.0078740157480315,0,0.0078740157480315,0.251968503937008,0.228346456692913,0.0236220472440945,0.031496062992126,0,0,0,0.141732283464567,0,0,0.0393700787401575,0,0.228346456692913,0.031496062992126,"syllabus197","WELSH v. UNITED STATES"
"198",197,0,0,0.0221606648199446,0.00554016620498615,0.110803324099723,0.00554016620498615,0.18005540166205,0.191135734072022,0.135734072022161,0,0,0,0.0138504155124654,0.132963988919668,0.0637119113573407,0,0.124653739612188,0.00277008310249307,0.0110803324099723,0,"syllabus198","UNITED STATES v. SISSON"
"199",198,0,0,0,0,0,0,0,0.253333333333333,0.0755555555555556,0.0133333333333333,0,0.644444444444444,0,0,0,0,0.00444444444444444,0.00444444444444444,0,0.00444444444444444,"syllabus199","BLOUNT, POSTMASTER GENERAL, et al. v. RIZZI, DBA THE MAIL BOX"
"200",199,0,0,0.112903225806452,0,0,0,0.32258064516129,0,0,0,0,0,0,0.516129032258065,0.0483870967741935,0,0,0,0,0,"syllabus200","BAIRD v. STATE BAR OF ARIZONA"
"201",200,0,0.0247933884297521,0.00826446280991736,0,0.00826446280991736,0,0.285123966942149,0.231404958677686,0.0619834710743802,0,0,0,0.00413223140495868,0.347107438016529,0.012396694214876,0,0.00826446280991736,0,0.00413223140495868,0.00413223140495868,"syllabus201","LAW STUDENTS CIVIL RIGHTS RESEARCH COUNCIL, INC., et al. v. WADMOND et al."
"202",201,0,0,0.00531914893617021,0,0,0.0851063829787234,0,0.202127659574468,0,0,0,0,0.0425531914893617,0.00531914893617021,0.648936170212766,0.00531914893617021,0,0.00531914893617021,0,0,"syllabus202","MONITOR PATRIOT CO. et al. v. ROY, EXECUTRIX"
"203",202,0,0.00526315789473684,0.0473684210526316,0,0.0421052631578947,0,0.00526315789473684,0.268421052631579,0,0,0,0,0,0.0105263157894737,0.610526315789474,0,0,0.0105263157894737,0,0,"syllabus203","TIME, INC. v. PAPE"
"204",203,0,0.00617283950617284,0,0.0555555555555556,0,0,0.37037037037037,0.395061728395062,0,0,0.00617283950617284,0,0.00617283950617284,0,0,0,0,0,0.160493827160494,0,"syllabus204","GILLETTE v. UNITED STATES"
"205",204,0,0,0.0283018867924528,0,0,0,0,0.584905660377358,0,0,0,0,0,0.0188679245283019,0.00943396226415094,0,0.0471698113207547,0.311320754716981,0,0,"syllabus205","UNITED STATES v. REIDEL"
"206",205,0,0.0285714285714286,0,0,0,0.0285714285714286,0.114285714285714,0.380952380952381,0,0,0,0.19047619047619,0,0,0,0,0,0.257142857142857,0,0,"syllabus206","UNITED STATES v. THIRTY-SEVEN (37) PHOTOGRAPHS (LUROS, CLAIMANT)"
"207",206,0,0,0.0563380281690141,0,0,0,0,0.492957746478873,0,0,0.0140845070422535,0.0845070422535211,0,0.0985915492957746,0,0.0704225352112676,0,0,0,0.183098591549296,"syllabus207","ORGANIZATION FOR A BETTER AUSTIN et al. v. KEEFE"
"208",207,0,0.0566037735849057,0,0,0,0,0,0.452830188679245,0,0,0,0,0,0.169811320754717,0,0,0.169811320754717,0.113207547169811,0,0.0377358490566038,"syllabus208","COATES et al. v. CITY OF CINCINNATI"
"209",208,0,0,0,0,0,0,0,0.320512820512821,0,0,0,0,0,0.192307692307692,0,0,0.448717948717949,0,0.0384615384615385,0,"syllabus209","COHEN v. CALIFORNIA"
"210",209,0,0,0,0,0.043010752688172,0,0,0.32258064516129,0,0.032258064516129,0,0,0,0,0.387096774193548,0,0,0.21505376344086,0,0,"syllabus210","ROSENBLOOM v. METROMEDIA, INC."
"211",210,0,0,0.00662251655629139,0,0,0,0,0.529801324503311,0.0132450331125828,0,0,0.311258278145695,0,0,0.132450331125828,0.00662251655629139,0,0,0,0,"syllabus211","NEW YORK TIMES CO. v. UNITED STATES"
"212",211,0.00240384615384615,0.00240384615384615,0,0,0,0,0.00480769230769231,0.00240384615384615,0.0192307692307692,0,0,0.00240384615384615,0,0.165865384615385,0.00240384615384615,0,0.153846153846154,0.644230769230769,0,0,"syllabus212","RABE v. WASHINGTON"
"213",212,0,0,0,0,0,0,0,0.611940298507463,0,0,0,0,0,0.0149253731343284,0,0,0.373134328358209,0,0,0,"syllabus213","GOODING, WARDEN v. WILSON"
"214",213,0.0494505494505494,0,0.00549450549450549,0,0,0,0.010989010989011,0.423076923076923,0.032967032967033,0,0,0.0659340659340659,0,0.395604395604396,0,0.0164835164835165,0,0,0,0,"syllabus214","COLE, STATE HOSPITAL SUPERINTENDENT, et al. v. RICHARDSON"
"215",214,0.0185873605947955,0,0,0.330855018587361,0,0.00371747211895911,0,0.171003717472119,0.226765799256506,0,0,0,0,0,0,0,0.0408921933085502,0,0.20817843866171,0,"syllabus215","WISCONSIN v. YODER et al."
"216",215,0,0,0.00793650793650794,0,0,0,0,0.277777777777778,0.0634920634920635,0,0.246031746031746,0,0,0.30952380952381,0,0,0.0952380952380952,0,0,0,"syllabus216","SOCIALIST LABOR PARTY et al. v. GILLIGAN, GOVERNOR OF OHIO, et al."
"217",216,0.00512820512820513,0,0,0,0,0,0,0.21025641025641,0.00512820512820513,0,0.0615384615384615,0,0.0102564102564103,0.241025641025641,0.00512820512820513,0.0358974358974359,0.415384615384615,0,0.0102564102564103,0,"syllabus217","COLTEN v. KENTUCKY"
"218",217,0.0112359550561798,0.00561797752808989,0.00561797752808989,0,0,0.00561797752808989,0.00561797752808989,0.578651685393258,0.0561797752808989,0,0,0.00561797752808989,0,0,0,0,0.0168539325842697,0,0,0.308988764044944,"syllabus218","LLOYD CORP., LTD. v. TANNER et al."
"219",218,0,0.0222222222222222,0,0,0.122222222222222,0.0111111111111111,0,0.644444444444444,0.144444444444444,0,0,0.0444444444444444,0.0111111111111111,0,0,0,0,0,0,0,"syllabus219","LAIRD, SECRETARY OF DEFENSE, et al. v. TATUM et al."
"220",219,0,0,0.0175438596491228,0.105263157894737,0,0,0,0.491228070175439,0,0,0,0,0,0,0,0,0,0,0,0.385964912280702,"syllabus220","POLICE DEPARTMENT OF THE CITY OF CHICAGO et al. v. MOSLEY"
"221",220,0,0,0,0.115384615384615,0,0,0.00961538461538462,0.317307692307692,0,0,0,0,0,0.115384615384615,0,0,0.221153846153846,0,0,0.221153846153846,"syllabus221","GRAYNED v. CITY OF ROCKFORD"
"222",221,0.0099009900990099,0,0.0198019801980198,0.272277227722772,0,0.0099009900990099,0.0495049504950495,0.435643564356436,0.148514851485149,0,0,0.0099009900990099,0.0148514851485149,0.0247524752475248,0.00495049504950495,0,0,0,0,0,"syllabus222","HEALY et al. v. JAMES et al."
"223",222,0,0,0,0,0.14030612244898,0.00510204081632653,0,0,0.0229591836734694,0,0,0,0,0.147959183673469,0.163265306122449,0.0076530612244898,0.0127551020408163,0.5,0,0,"syllabus223","KOIS v. WISCONSIN"
"224",223,0,0.00183542367696543,0,0.000305903946160905,0.160599571734475,0.661364331599878,0.0321199143468951,0.0299785867237687,0.109819516671765,0.000611807892321811,0,0.000305903946160905,0,0.00275313551544815,0,0,0.000305903946160905,0,0,0,"syllabus224","GRAVEL v. UNITED STATES"
"225",224,0,0,0.0368162692847125,0,0.720897615708275,0.00315568022440393,0.0231416549789621,0.00017531556802244,0.139551192145863,0,0,0,0,0.0580294530154278,0.0178821879382889,0,0,0,0.000350631136044881,0,"syllabus225","BRANZBURG v. HAYES et al., JUDGES"
"226",225,0,0,0.0236220472440945,0,0.015748031496063,0,0.385826771653543,0.346456692913386,0.015748031496063,0,0,0,0,0.165354330708661,0.0078740157480315,0.0078740157480315,0,0,0.031496062992126,0,"syllabus226","KLEINDIENST, ATTORNEY GENERAL, et al. v. MANDEL et al."
"227",226,0,0,0.0111111111111111,0,0,0,0,0.466666666666667,0,0,0,0,0,0,0,0,0,0.188888888888889,0,0.333333333333333,"syllabus227","CALIFORNIA et al. v. LARUE et al."
"228",227,0,0.00323624595469256,0,0.258899676375405,0.124595469255663,0.029126213592233,0,0.160194174757282,0.100323624595469,0,0.00485436893203883,0.0210355987055016,0,0,0.0323624595469256,0,0.153721682847896,0.111650485436893,0,0,"syllabus228","PAPISH v. BOARD OF CURATORS OF THE UNIVERSITY OF MISSOURI et al."
"229",228,0,0,0.00819672131147541,0,0,0,0.163934426229508,0.278688524590164,0,0.295081967213115,0.040983606557377,0,0.0819672131147541,0,0,0.122950819672131,0,0,0,0.00819672131147541,"syllabus229","COLUMBIA BROADCASTING SYSTEM, INC. v. DEMOCRATIC NATIONAL COMMITTEE"
"230",229,0,0.00591715976331361,0,0,0,0,0,0.313609467455621,0.00591715976331361,0,0,0,0,0.0177514792899408,0,0,0.0177514792899408,0.63905325443787,0,0,"syllabus230","MILLER v. CALIFORNIA"
"231",230,0.00416666666666667,0,0,0.00416666666666667,0.0333333333333333,0,0,0.229166666666667,0.0875,0,0,0.0333333333333333,0,0.0583333333333333,0,0,0,0.545833333333333,0.00416666666666667,0,"syllabus231","PARIS ADULT THEATRE I et al. v. SLATON, DISTRICT ATTORNEY, et al."
"232",231,0,0,0.0197368421052632,0,0,0,0,0.269736842105263,0.0197368421052632,0,0.00657894736842105,0,0,0,0,0.00657894736842105,0,0.677631578947368,0,0,"syllabus232","KAPLAN v. CALIFORNIA"
"233",232,0,0,0,0,0,0,0,0.645569620253165,0,0,0.10126582278481,0,0,0.0253164556962025,0,0.0126582278481013,0.0253164556962025,0.189873417721519,0,0,"syllabus233","UNITED STATES v. 12 200-FT. REELS OF SUPER 8MM. FILM et al. (PALADINI, CLAIMANT)"
"234",233,0,0,0,0,0,0,0.0105263157894737,0.557894736842105,0.0315789473684211,0,0,0,0,0,0.0105263157894737,0,0,0.378947368421053,0,0.0105263157894737,"syllabus234","UNITED STATES v. ORITO"
"235",234,0.116438356164384,0,0,0,0.0821917808219178,0,0.0205479452054795,0.445205479452055,0.0205479452054795,0.150684931506849,0,0.0136986301369863,0.0136986301369863,0,0.0616438356164384,0.00684931506849315,0,0,0,0.0684931506849315,"syllabus235","PITTSBURGH PRESS CO. v. PITTSBURGH COMMISSION ON HUMAN RELATIONS et al."
"236",235,0.268817204301075,0,0,0,0.003584229390681,0.003584229390681,0,0.236559139784946,0.00716845878136201,0.010752688172043,0.362007168458781,0,0.0788530465949821,0,0,0.003584229390681,0.025089605734767,0,0,0,"syllabus236","UNITED STATES CIVIL SERVICE COMMISSION et al. v. NATIONAL ASSOCIATION OF LETTER CARRIERS, AFL-CIO, et al."
"237",236,0.152046783625731,0,0.0526315789473684,0,0,0,0,0.35672514619883,0.00584795321637427,0,0.315789473684211,0,0,0,0,0.0467836257309941,0,0.064327485380117,0,0.00584795321637427,"syllabus237","BROADRICK et al. v. OKLAHOMA et al."
"238",237,0.00204918032786885,0,0.00204918032786885,0.709016393442623,0,0,0,0.125,0.145491803278689,0.00409836065573771,0,0,0,0,0,0,0,0,0.0122950819672131,0,"syllabus238","COMMITTEE FOR PUBLIC EDUCATION & RELIGIOUS LIBERTY et al. v. NYQUIST, COMMISSIONER OF EDUCATION OF NEW YORK, et al."
"239",238,0,0.00515463917525773,0,0,0.00515463917525773,0.00515463917525773,0,0.139175257731959,0,0,0,0,0,0.128865979381443,0,0,0.525773195876289,0,0,0.190721649484536,"syllabus239","PLUMMER v. CITY OF COLUMBUS"
"240",239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syllabus240","NORWELL v. CITY OF CINCINNATI"
"241",240,0,0,0,0,0.033457249070632,0,0,0.00185873605947955,0.0706319702602231,0,0.00557620817843866,0,0,0.0427509293680297,0,0,0.823420074349442,0.0130111524163569,0,0.00929368029739777,"syllabus241","HESS v. INDIANA"
"242",241,0,0.0225225225225225,0.108108108108108,0,0.0135135135135135,0,0,0.252252252252252,0.036036036036036,0,0.171171171171171,0,0.0225225225225225,0.274774774774775,0,0,0.0990990990990991,0,0,0,"syllabus242","COMMUNIST PARTY OF INDIANA et al. v. WHITCOMB, GOVERNOR OF INDIANA, et al."
"243",242,0,0,0,0,0,0,0.00900900900900901,0.279279279279279,0,0,0,0,0,0.018018018018018,0,0,0.54954954954955,0.036036036036036,0.00900900900900901,0.0990990990990991,"syllabus243","LEWIS v. CITY OF NEW ORLEANS"
"244",243,0,0.00520833333333333,0,0,0,0.015625,0.0104166666666667,0.364583333333333,0,0,0.00520833333333333,0,0,0.119791666666667,0,0,0.46875,0.0104166666666667,0,0,"syllabus244","SMITH, SHERIFF v. GOGUEN"
"245",244,0,0.0129310344827586,0,0.0474137931034483,0,0.00431034482758621,0.0129310344827586,0.28448275862069,0.142241379310345,0.00431034482758621,0,0.193965517241379,0,0.0732758620689655,0,0,0.0129310344827586,0,0.206896551724138,0.00431034482758621,"syllabus245","PROCUNIER, CORRECTIONS DIRECTOR, et al. v. MARTINEZ et al."
"246",245,0,0,0,0.532133676092545,0.0025706940874036,0.0025706940874036,0.0025706940874036,0.331619537275064,0.025706940874036,0,0,0.0231362467866324,0,0.0539845758354756,0.0231362467866324,0,0,0.0025706940874036,0,0,"syllabus246","WHEELER et al. v. BARRERA et al."
"247",246,0.00816326530612245,0.00816326530612245,0,0,0.106122448979592,0,0.0122448979591837,0.314285714285714,0.151020408163265,0,0,0,0,0,0,0.00408163265306122,0,0.00408163265306122,0.391836734693878,0,"syllabus247","PELL et al. v. PROCUNIER, CORRECTIONS DIRECTOR, et al."
"248",247,0,0,0,0.0125,0,0,0,0.575,0.025,0.0375,0.025,0,0.0125,0.025,0,0,0,0,0.2875,0,"syllabus248","SAXBE, ATTORNEY GENERAL, et al. v. WASHINGTON POST CO. et al."
"249",248,0,0,0,0,0.0810810810810811,0.00168918918918919,0.0320945945945946,0.130067567567568,0.160472972972973,0,0.00168918918918919,0,0,0.0168918918918919,0.0388513513513514,0,0.00844594594594595,0.528716216216216,0,0,"syllabus249","HAMLING et al. v. UNITED STATES"
"250",249,0,0,0,0,0.177914110429448,0,0,0.423312883435583,0.00613496932515337,0.098159509202454,0,0.00613496932515337,0.0122699386503067,0.0736196319018405,0.165644171779141,0,0.0122699386503067,0,0.0245398773006135,0,"syllabus250","MIAMI HERALD PUBLISHING CO., DIVISION OF KNIGHT NEWSPAPERS, INC. v. TORNILLO"
"251",250,0.200743494423792,0,0.00743494423791822,0,0,0,0,0.226765799256506,0.0817843866171004,0,0,0,0.0148698884758364,0.0743494423791822,0.386617100371747,0,0,0.00743494423791822,0,0,"syllabus251","OLD DOMINION BRANCH NO. 496, NATIONAL ASSOCIATION OF LETTER CARRIERS, AFL-CIO, et al. v. AUSTIN et al."
"252",251,0,0,0,0.0754716981132075,0,0,0.0566037735849057,0.528301886792453,0.0377358490566038,0.0754716981132075,0.0377358490566038,0,0.0188679245283019,0,0,0,0.0943396226415094,0,0,0.0754716981132075,"syllabus252","LEHMAN v. CITY OF SHAKER HEIGHTS et al."
"253",252,0.0123076923076923,0.0215384615384615,0,0,0.00307692307692308,0,0.0307692307692308,0.184615384615385,0.0646153846153846,0,0.00307692307692308,0,0,0,0.68,0,0,0,0,0,"syllabus253","GERTZ v. ROBERT WELCH, INC."
"254",253,0.00108108108108108,0,0.00216216216216216,0.0183783783783784,0.0281081081081081,0.00108108108108108,0.00864864864864865,0.0508108108108108,0.205405405405405,0,0.00324324324324324,0,0.00108108108108108,0,0.00108108108108108,0.00108108108108108,0.677837837837838,0,0,0,"syllabus254","SPENCE v. WASHINGTON"
"255",254,0,0,0,0,0,0.00495049504950495,0,0.202970297029703,0,0,0,0.0099009900990099,0,0,0.772277227722772,0,0,0.00495049504950495,0,0.00495049504950495,"syllabus255","CANTRELL et al. v. FOREST CITY PUBLISHING CO. et al."
"256",255,0,0,0,0,0.375415282392027,0,0,0.358803986710963,0.0398671096345515,0.0199335548172757,0.00332225913621262,0,0,0.079734219269103,0.116279069767442,0,0.00332225913621262,0,0.00332225913621262,0,"syllabus256","COX BROADCASTING CORP. et al. v. COHN"
"257",256,0,0,0.0529411764705882,0,0,0.0117647058823529,0,0.511764705882353,0,0,0.00588235294117647,0.317647058823529,0.00588235294117647,0,0,0,0.00588235294117647,0,0,0.0882352941176471,"syllabus257","SOUTHEASTERN PROMOTIONS, LTD. v. CONRAD et al."
"258",257,0,0,0,0.672131147540984,0.0163934426229508,0,0.0737704918032787,0.0901639344262295,0.0573770491803279,0,0.0245901639344262,0,0,0,0,0.0245901639344262,0,0,0.040983606557377,0,"syllabus258","MEEK et al. v. PITTENGER, SECRETARY OF EDUCATION, et al."
"259",258,0.0078740157480315,0,0.0196850393700787,0,0.00393700787401575,0.389763779527559,0.208661417322835,0.303149606299213,0.0354330708661417,0,0.00393700787401575,0,0.0236220472440945,0,0,0,0,0,0.00393700787401575,0,"syllabus259","EASTLAND et al. v. UNITED STATES SERVICEMEN'S FUND et al."
"260",259,0.0172413793103448,0,0,0,0.0172413793103448,0,0,0.258620689655172,0.146551724137931,0.228448275862069,0,0.0172413793103448,0,0.0646551724137931,0.0689655172413793,0.0905172413793103,0.0603448275862069,0,0,0.0301724137931034,"syllabus260","BIGELOW v. VIRGINIA"
"261",260,0,0,0,0,0.00389105058365759,0.0894941634241245,0.0817120622568093,0.521400778210117,0.0233463035019455,0,0.00778210116731518,0.105058365758755,0.167315175097276,0,0,0,0,0,0,0,"syllabus261","CORT et al. v. ASH"
"262",261,0,0,0,0.0140845070422535,0.00704225352112676,0.0140845070422535,0,0.267605633802817,0.0845070422535211,0,0,0.028169014084507,0,0,0,0,0.0211267605633803,0.26056338028169,0,0.302816901408451,"syllabus262","ERZNOZNIK v. CITY OF JACKSONVILLE"
"263",262,7.77604976671851e-05,0.000233281493001555,0.0189735614307932,0.00147744945567652,0,0.0160186625194401,0.00303265940902022,0,0.21656298600311,0,0.723950233281493,0.00412130637636081,0.00839813374805599,0.00637636080870918,0.00015552099533437,0.00046656298600311,0,7.77604976671851e-05,7.77604976671851e-05,0,"syllabus263","BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al."
