,employees.employee.employment.public.union.board.political.labor.employer.government,general.attorney.briefs.solicitor.argued.assistant.cause.curiae.brief.jr,communist.party.organization.board.foreign.registration.act.control.movement.organizations,school.religious.schools.student.establishment.religion.students.forum.program.university,grand.jury.press.information.footnote.privilege.news.criminal.sources.investigation,mr.debate.senator.clause.legislative.said.privilege.plaintiff.office.house,act.congress.committee.answer.service.inquiry.president.united.questions.security,opinion.filed.joined.district.post.respondents.held.argued.dissenting.jj,speech.government.interest.act.interests.governmental.opinion.case.united.states,advertising.commercial.speech.regulations.information.central.cable.marketing.interest.broadcasting,candidates.candidate.political.election.footnote.contributions.party.expenditures.contribution.campaign,injunction.review.maryland.district.restraint.prior.judicial.order.footnote.relief,limits.federal.election.buckley.bcra.contributions.campaign.political.candidates.candidate,affirmed.syllabus.decided.argued.freedom.held.act.law.case.reversed,false.statements.jury.damages.petitioner.malice.times.respondent.actual.trial,solicitation.charitable.fraud.paid.fee.organizations.requirement.telemarketers.circulators.north,flag.words.peace.conviction.ohio.convicted.conduct.street.symbol.group,obscene.obscenity.material.materials.film.sexual.standards.films.indecent.minors,religious.tax.prison.religion.inmates.rfra.exercise.burden.inmate.sales,ordinance.city.picketing.public.streets.ordinances.park.police.permit.regulation,syllabus
325,0.481481481,0.02020202,0,0,0,0,0.053872054,0.265993266,0.131313131,0,0,0,0,0,0.03030303,0,0.01010101,0.006734007,0,0,syllabus325
326,0,0,0.032786885,0.024590164,0,0.008196721,0,0.352459016,0.081967213,0,0,0,0.004098361,0,0,0,0.008196721,0,0,0.487704918,syllabus326
327,0,0,0,0.004854369,0,0,0.09223301,0.291262136,0,0.004854369,0.111650485,0,0.053398058,0,0,0,0,0.004854369,0.436893204,0,syllabus327
328,0,0.004926108,0,0.009852217,0,0,0,0.334975369,0.261083744,0.315270936,0,0,0,0,0.014778325,0,0,0.0591133,0,0,syllabus328
329,0,0.004237288,0,0.644067797,0.004237288,0,0,0.279661017,0,0,0.012711864,0,0,0,0,0,0.004237288,0,0.050847458,0,syllabus329
330,0,0,0,0,0.658682635,0,0.002994012,0.125748503,0.128742515,0,0,0,0,0,0,0,0,0.080838323,0,0.002994012,syllabus330
331,0.473354232,0,0.012539185,0,0.003134796,0,0.009404389,0.454545455,0.02507837,0,0.009404389,0,0.009404389,0,0,0,0,0,0,0.003134796,syllabus331
332,0,0,0,0.507853403,0,0.005235602,0.052356021,0.164921466,0.157068063,0,0,0.010471204,0,0.028795812,0,0.015706806,0.020942408,0,0,0.036649215,syllabus332
333,0,0,0,0,0.004576659,0,0,0.178489703,0.135011442,0,0,0.043478261,0,0.036613272,0.594965675,0,0,0.004576659,0.00228833,0,syllabus333
334,0.024498886,0,0,0,0.002227171,0,0,0.265033408,0.260579065,0,0.026726058,0,0,0,0.002227171,0,0,0,0,0.418708241,syllabus334
335,0,0,0.034700315,0,0.315457413,0,0,0.157728707,0.261829653,0.006309148,0.009463722,0.085173502,0.003154574,0.041009464,0.022082019,0.059936909,0,0,0,0.003154574,syllabus335
336,0.002932551,0,0.008797654,0,0,0,0,0.337243402,0.170087977,0,0.038123167,0.058651026,0,0,0,0.381231672,0,0,0.002932551,0,syllabus336
337,0,0,0,0,0.024752475,0,0,0.336633663,0.207920792,0,0,0.004950495,0.004950495,0.024752475,0,0,0.01980198,0,0,0.376237624,syllabus337
338,0.028089888,0,0,0,0,0,0,0.247191011,0.129213483,0.480337079,0.103932584,0,0,0,0.011235955,0,0,0,0,0,syllabus338
339,0,0,0.002040816,0,0,0.008163265,0,0.251020408,0.326530612,0,0,0,0,0.226530612,0,0.181632653,0,0.002040816,0.002040816,0,syllabus339
340,0.011494253,0,0,0,0,0.011494253,0,0.494252874,0,0,0,0.172413793,0,0.137931034,0.114942529,0,0,0,0.057471264,0,syllabus340
341,0,0.005464481,0,0,0,0.005464481,0.013661202,0.303278689,0.079234973,0,0.259562842,0,0.325136612,0.00273224,0,0,0,0.00273224,0.00273224,0,syllabus341
342,0,0,0.010695187,0,0.002673797,0.010695187,0.596256684,0.120320856,0.227272727,0,0,0,0,0,0.013368984,0.016042781,0,0,0,0.002673797,syllabus342
343,0,0,0,0.227272727,0,0,0.186868687,0.409090909,0,0,0.02020202,0.005050505,0,0.151515152,0,0,0,0,0,0,syllabus343
344,0.030701754,0,0.004385965,0,0.004385965,0.228070175,0.122807018,0.25,0.021929825,0,0,0.004385965,0,0.004385965,0.276315789,0.035087719,0,0,0.01754386,0,syllabus344
345,0,0,0,0,0.00990099,0,0,0.495049505,0,0.004950495,0,0.004950495,0.014851485,0,0,0.014851485,0.014851485,0.435643564,0.004950495,0,syllabus345
346,0,0,0.014705882,0.020588235,0.002941176,0.002941176,0.497058824,0.361764706,0,0,0,0,0,0,0,0.005882353,0.088235294,0.005882353,0,0,syllabus346
347,0,0.022988506,0,0,0,0,0.022988506,0.298850575,0,0.011494253,0,0,0,0,0.609195402,0,0,0,0,0.034482759,syllabus347
348,0.072386059,0,0,0.120643432,0,0,0.002680965,0.257372654,0.139410188,0.016085791,0.002680965,0,0.142091153,0,0,0.243967828,0,0,0.002680965,0,syllabus348
349,0,0,0.011904762,0.517857143,0,0,0,0.428571429,0.029761905,0,0,0,0,0,0,0.005952381,0,0,0,0.005952381,syllabus349
350,0,0,0.009433962,0,0.009433962,0.009433962,0,0.235849057,0.028301887,0.424528302,0.150943396,0,0,0,0.037735849,0.009433962,0,0.037735849,0.047169811,0,syllabus350
351,0,0,0,0.010909091,0.003636364,0,0.003636364,0.2,0.189090909,0,0.003636364,0.003636364,0,0,0.003636364,0,0,0.036363636,0,0.545454545,syllabus351
352,0,0.004065041,0.077235772,0.211382114,0,0,0.044715447,0.597560976,0.004065041,0,0.012195122,0,0.020325203,0,0.024390244,0,0,0,0,0.004065041,syllabus352
353,0.02247191,0,0,0,0,0.005617978,0,0.314606742,0.06741573,0.005617978,0.011235955,0,0.005617978,0,0.460674157,0,0,0,0.106741573,0,syllabus353
354,0.028985507,0,0,0,0,0,0.065217391,0.528985507,0.123188406,0.15942029,0,0,0,0,0,0,0,0,0.02173913,0.072463768,syllabus354
355,0,0,0,0,0.691119691,0,0,0.138996139,0.166023166,0,0,0,0,0.003861004,0,0,0,0,0,0,syllabus355
356,0.007109005,0,0,0.002369668,0,0.004739336,0.002369668,0.236966825,0.097156398,0.528436019,0,0,0,0.118483412,0,0,0.002369668,0,0,0,syllabus356
357,0.021978022,0,0,0.291208791,0,0.010989011,0,0.28021978,0.131868132,0.005494505,0.013736264,0,0,0.010989011,0.043956044,0,0.038461538,0.145604396,0,0.005494505,syllabus357
358,0,0,0,0,0.098901099,0,0.005494505,0.505494505,0.021978022,0,0,0,0,0,0,0.016483516,0.043956044,0.230769231,0,0.076923077,syllabus358
359,0.008025682,0,0,0,0.008025682,0.017656501,0.003210273,0.174959872,0,0,0.083467095,0.003210273,0.003210273,0.032102729,0.001605136,0,0,0,0,0.664526485,syllabus359
360,0,0.011627907,0.01744186,0,0,0.023255814,0,0.377906977,0,0.040697674,0.104651163,0.023255814,0.343023256,0.023255814,0,0.034883721,0,0,0,0,syllabus360
361,0,0,0,0,0.008152174,0.002717391,0.002717391,0.203804348,0.198369565,0,0,0,0,0.010869565,0,0,0.002717391,0,0.570652174,0,syllabus361
362,0,0,0.014749263,0.008849558,0.005899705,0,0,0.221238938,0.348082596,0.02359882,0.09439528,0.159292035,0.002949853,0,0.026548673,0,0,0.09439528,0,0,syllabus362
363,0,0,0,0,0.004524887,0,0,0.366515837,0.009049774,0,0,0,0,0.07239819,0.004524887,0,0,0.542986425,0,0,syllabus363
364,0.014134276,0,0.028268551,0.159010601,0,0,0,0.102473498,0.183745583,0.017667845,0,0,0,0.201413428,0,0.28975265,0,0.003533569,0,0,syllabus364
365,0.009090909,0,0,0,0,0,0,0.131818182,0.35,0,0,0,0,0.006818182,0,0,0.002272727,0,0.497727273,0.002272727,syllabus365
366,0,0,0,0.038461538,0,0,0,0.237762238,0.22027972,0,0,0,0,0,0,0,0,0.006993007,0.496503497,0,syllabus366
367,0,0.017964072,0.011976048,0,0,0,0,0.263473054,0.098802395,0,0,0,0,0,0.011976048,0.008982036,0.350299401,0.005988024,0,0.230538922,syllabus367
368,0,0.005464481,0,0.103825137,0,0,0,0.382513661,0.071038251,0,0,0,0,0,0,0.273224044,0.032786885,0,0,0.131147541,syllabus368
369,0.00310559,0,0.02484472,0.177018634,0,0,0,0.152173913,0.152173913,0,0,0,0,0.155279503,0,0,0,0,0.335403727,0,syllabus369
370,0.417721519,0,0,0,0.054852321,0.004219409,0,0.379746835,0.130801688,0,0,0,0,0,0,0,0,0,0.012658228,0,syllabus370
371,0,0,0.002304147,0.01843318,0,0,0.541474654,0.230414747,0.14516129,0.057603687,0,0,0,0,0,0,0,0,0.004608295,0,syllabus371
372,0.012944984,0,0,0.430420712,0.019417476,0.022653722,0,0.220064725,0.051779935,0,0,0.003236246,0,0,0.190938511,0.009708738,0,0,0.03236246,0.006472492,syllabus372
373,0,0,0,0,0.004504505,0,0,0.342342342,0.004504505,0,0.004504505,0,0.004504505,0,0.612612613,0,0,0.022522523,0,0.004504505,syllabus373
374,0,0.014925373,0.074626866,0.014925373,0,0.014925373,0,0.417910448,0,0,0,0.014925373,0,0.208955224,0,0,0.119402985,0,0,0.119402985,syllabus374
375,0,0,0,0.003703704,0,0,0,0.137037037,0.392592593,0.040740741,0.022222222,0,0,0,0,0.392592593,0,0.011111111,0,0,syllabus375
376,0,0,0,0,0.015801354,0,0.002257336,0.212189616,0.232505643,0.002257336,0,0.045146727,0,0.002257336,0,0.015801354,0,0,0.002257336,0.469525959,syllabus376
377,0,0,0.003773585,0,0,0,0,0.233962264,0.222641509,0.026415094,0,0.003773585,0,0,0,0,0,0,0,0.509433962,syllabus377
378,0,0.001968504,0,0,0,0.001968504,0,0.094488189,0.393700787,0,0,0,0.00984252,0,0,0.484251969,0.001968504,0,0,0.011811024,syllabus378
379,0,0,0,0.227272727,0.018181818,0.009090909,0,0.218181818,0,0,0,0,0,0.027272727,0,0.072727273,0,0,0.418181818,0.009090909,syllabus379
380,0,0,0,0,0,0,0,0.344879518,0,0,0.001506024,0.052710843,0.031626506,0.042168675,0,0.001506024,0.054216867,0.471385542,0,0,syllabus380
381,0,0,0,0,0,0,0,0.076923077,0.290598291,0.065527066,0.316239316,0.002849003,0.088319088,0.142450142,0.005698006,0,0,0,0.002849003,0.008547009,syllabus381
382,0.134883721,0,0,0,0.004651163,0,0.004651163,0.223255814,0.120930233,0.004651163,0,0.004651163,0,0.055813953,0,0.041860465,0,0.125581395,0,0.279069767,syllabus382
383,0,0,0,0,0.019379845,0,0,0.251937984,0.131782946,0,0,0,0.007751938,0,0.003875969,0,0,0,0.565891473,0.019379845,syllabus383
384,0,0,0,0,0,0,0,0.204472843,0.258785942,0,0,0,0.003194888,0,0,0,0.523961661,0,0,0.009584665,syllabus384
385,0,0,0,0,0.448179272,0,0,0.140056022,0.162464986,0,0.005602241,0,0,0.008403361,0.148459384,0,0.042016807,0.030812325,0,0.014005602,syllabus385
386,0,0.024691358,0,0,0,0.061728395,0,0.320987654,0,0,0,0,0.012345679,0,0.012345679,0,0.049382716,0.50617284,0.012345679,0,syllabus386
387,0.01061008,0.00795756,0,0,0.076923077,0,0.00530504,0.228116711,0,0.015915119,0.01061008,0,0,0,0.639257294,0,0,0.00265252,0,0.00265252,syllabus387
388,0,0,0,0,0,0,0,0.079422383,0.263537906,0.014440433,0,0,0,0,0,0,0.001805054,0,0,0.640794224,syllabus388
389,0,0,0,0,0,0.003236246,0.01618123,0.210355987,0.200647249,0.281553398,0,0.019417476,0,0.025889968,0,0,0,0.239482201,0,0.003236246,syllabus389
390,0,0.020527859,0.017595308,0.041055718,0.005865103,0,0.002932551,0.258064516,0.322580645,0.293255132,0.002932551,0.008797654,0,0.002932551,0.014662757,0.002932551,0,0.005865103,0,0,syllabus390
391,0,0.019354839,0,0.44516129,0,0,0,0.270967742,0,0,0,0,0,0,0,0,0.064516129,0.006451613,0,0.193548387,syllabus391
392,0.049145299,0,0,0.064102564,0.442307692,0,0,0.002136752,0.318376068,0,0,0.002136752,0,0.072649573,0,0,0.004273504,0.004273504,0.040598291,0,syllabus392
393,0,0,0.008547009,0,0.017094017,0,0,0.444444444,0.008547009,0,0,0.128205128,0,0.008547009,0,0,0,0.034188034,0,0.35042735,syllabus393
394,0,0,0.07751938,0,0,0,0,0.082687339,0.082687339,0,0,0.012919897,0,0.007751938,0,0.025839793,0,0.126614987,0.57881137,0.005167959,syllabus394
395,0,0.005571031,0,0.016713092,0,0.019498607,0.008356546,0.256267409,0.267409471,0.259052925,0.016713092,0.04735376,0,0.091922006,0,0,0.005571031,0.002785515,0.002785515,0,syllabus395
396,0.002932551,0,0.020527859,0,0.601173021,0.008797654,0,0.123167155,0.211143695,0.002932551,0,0,0.002932551,0.002932551,0.005865103,0.002932551,0.002932551,0.011730205,0,0,syllabus396
397,0.014814815,0.002469136,0,0,0.004938272,0,0,0.15308642,0.135802469,0.002469136,0.128395062,0,0.525925926,0.002469136,0,0.02962963,0,0,0,0,syllabus397
398,0.031690141,0,0,0,0,0,0,0.211267606,0.204225352,0.021126761,0,0,0,0.144366197,0,0,0,0,0.387323944,0,syllabus398
399,0.002016129,0,0,0,0.018145161,0,0,0.102822581,0.215725806,0,0,0,0,0.048387097,0.022177419,0.002016129,0.114919355,0.473790323,0,0,syllabus399
400,0.414979757,0.028340081,0,0,0,0.004048583,0,0.064777328,0.295546559,0.042510121,0.060728745,0,0.004048583,0.082995951,0,0,0.002024291,0,0,0,syllabus400
401,0,0,0,0.544827586,0,0.027586207,0.013793103,0.379310345,0,0,0.006896552,0,0,0.027586207,0,0,0,0,0,0,syllabus401
402,0,0,0,0,0,0,0.003571429,0.142857143,0.371428571,0,0,0.028571429,0,0.003571429,0.007142857,0,0.442857143,0,0,0,syllabus402
403,0.007575758,0,0,0.053030303,0.003787879,0,0,0.306818182,0.098484848,0,0,0,0,0.003787879,0.522727273,0,0.003787879,0,0,0,syllabus403
404,0.513661202,0,0,0.005464481,0,0,0.008196721,0.237704918,0.210382514,0.00273224,0.021857923,0,0,0,0,0,0,0,0,0,syllabus404
405,0.009090909,0,0,0,0,0,0,0.472727273,0.072727273,0,0,0.009090909,0,0.009090909,0.009090909,0.090909091,0.063636364,0,0,0.263636364,syllabus405
406,0,0,0.011142061,0,0,0,0,0.128133705,0.144846797,0.245125348,0,0,0,0,0.019498607,0,0,0,0.451253482,0,syllabus406
407,0.001941748,0,0,0.003883495,0.013592233,0.001941748,0.001941748,0.112621359,0.081553398,0.001941748,0,0,0.001941748,0,0.770873786,0,0.00776699,0,0,0,syllabus407
408,0,0,0,0,0,0,0,0.215311005,0.267942584,0,0.019138756,0,0,0,0,0,0,0.04784689,0,0.449760766,syllabus408
409,0.003533569,0.014134276,0,0,0.16254417,0,0,0.530035336,0.010600707,0.003533569,0.007067138,0,0.049469965,0,0.144876325,0,0.024734982,0.003533569,0.035335689,0.010600707,syllabus409
410,0.103448276,0.034482759,0,0,0.16091954,0.011494253,0.011494253,0.333333333,0,0,0,0.011494253,0,0.011494253,0.022988506,0.264367816,0,0.011494253,0,0.022988506,syllabus410
411,0.003773585,0.637735849,0,0,0,0,0,0.050943396,0.181132075,0.005660377,0,0.020754717,0,0.094339623,0,0.005660377,0,0,0,0,syllabus411
412,0,0.025974026,0,0.012987013,0,0.012987013,0,0.402597403,0.155844156,0,0.064935065,0,0.025974026,0,0,0,0,0.012987013,0,0.285714286,syllabus412
413,0,0.043307087,0,0,0,0,0,0.346456693,0.027559055,0,0.007874016,0.086614173,0,0.007874016,0,0.078740157,0,0.003937008,0.035433071,0.362204724,syllabus413
414,0,0.182634731,0,0,0.005988024,0,0,0.188622754,0.206586826,0,0,0,0,0.002994012,0,0,0.158682635,0,0,0.254491018,syllabus414
415,0,0.209775967,0.00203666,0.50305499,0,0,0,0.144602851,0.087576375,0,0,0.020366599,0.00203666,0,0,0,0.00203666,0,0.026476578,0.00203666,syllabus415
416,0,0.063157895,0.010526316,0.060526316,0.002631579,0,0,0.213157895,0.102631579,0.015789474,0.007894737,0,0,0.002631579,0,0.413157895,0,0,0,0.107894737,syllabus416
417,0,0.540372671,0,0,0,0.01242236,0.00621118,0.211180124,0.00621118,0,0,0,0,0,0,0.198757764,0,0,0,0.02484472,syllabus417
418,0,0.215568862,0,0,0,0,0,0.146706587,0.176646707,0.149700599,0.005988024,0,0,0,0.023952096,0.002994012,0,0.008982036,0.026946108,0.24251497,syllabus418
419,0,0.174418605,0,0,0,0.002906977,0.002906977,0.136627907,0.244186047,0.13372093,0.002906977,0.026162791,0,0,0,0.270348837,0,0.002906977,0,0.002906977,syllabus419
420,0,0.118110236,0,0.343832021,0,0.007874016,0,0.288713911,0.215223097,0,0,0,0,0,0,0,0,0,0,0.026246719,syllabus420
421,0,0.643863179,0,0,0,0,0.00804829,0.058350101,0,0.002012072,0.00804829,0,0,0.173038229,0.036217304,0,0.068410463,0,0,0.002012072,syllabus421
422,0,0,0,0,0.016483516,0,0.010989011,0.247252747,0,0.005494505,0,0,0,0.043956044,0.005494505,0.010989011,0,0.005494505,0.406593407,0.247252747,syllabus422
423,0.033444816,0.160535117,0,0.474916388,0,0,0,0.280936455,0.006688963,0,0,0,0,0.010033445,0,0.003344482,0.006688963,0.023411371,0,0,syllabus423
424,0,0,0,0,0,0,0,0.274509804,0,0.666666667,0,0.019607843,0,0.026143791,0,0,0,0.006535948,0.006535948,0,syllabus424
425,0,0.161458333,0,0,0,0,0.002604167,0.208333333,0.166666667,0.026041667,0,0.114583333,0,0.065104167,0.005208333,0.005208333,0,0.213541667,0.03125,0,syllabus425
426,0.568,0,0.032,0,0.008,0.016,0,0.264,0.024,0,0,0,0,0,0.088,0,0,0,0,0,syllabus426
427,0,0.53314121,0.002881844,0,0.002881844,0,0,0.077809798,0.09221902,0.005763689,0,0.005763689,0,0,0,0,0.011527378,0,0.002881844,0.265129683,syllabus427
428,0,0,0,0,0,0,0,0.431192661,0.201834862,0.330275229,0,0,0.027522936,0,0,0,0.009174312,0,0,0,syllabus428
429,0,0.054545455,0,0.509090909,0,0,0.009090909,0.372727273,0,0,0,0,0.009090909,0.045454545,0,0,0,0,0,0,syllabus429
430,0.01010101,0.141414141,0,0,0,0.005050505,0.02020202,0.328282828,0,0.005050505,0,0,0,0.01010101,0,0,0.01010101,0.46969697,0,0,syllabus430
431,0.012861736,0.061093248,0.128617363,0,0,0.022508039,0.302250804,0.234726688,0.170418006,0,0,0,0.045016077,0.006430868,0.006430868,0,0,0,0.003215434,0.006430868,syllabus431
432,0.331569665,0.188712522,0,0,0.008818342,0,0.012345679,0.160493827,0.296296296,0,0.001763668,0,0,0,0,0,0,0,0,0,syllabus432
433,0,0.213017751,0.00591716,0.00591716,0,0,0,0.106508876,0.25443787,0,0,0,0.109467456,0.029585799,0.01183432,0.171597633,0.00887574,0.050295858,0,0.032544379,syllabus433
434,0.002808989,0.08988764,0,0,0,0,0,0.146067416,0.241573034,0.485955056,0,0,0,0.005617978,0.002808989,0.025280899,0,0,0,0,syllabus434
435,0.002557545,0.143222506,0,0.043478261,0.00511509,0,0,0.166240409,0.115089514,0.007672634,0,0,0,0.230179028,0,0,0,0.015345269,0,0.271099744,syllabus435
436,0.020408163,0.010204082,0,0.275510204,0.010204082,0,0.010204082,0.428571429,0,0,0,0,0,0,0,0,0.224489796,0,0,0.020408163,syllabus436
437,0,0.063545151,0.023411371,0.496655518,0,0,0,0.157190635,0.18729097,0,0,0,0.016722408,0.005016722,0.006688963,0,0,0,0.043478261,0,syllabus437
438,0.010989011,0,0,0,0.032967033,0,0,0.307692308,0,0.362637363,0,0.142857143,0,0.010989011,0,0,0,0.010989011,0,0.120879121,syllabus438
439,0,0,0,0,0,0,0.024193548,0.274193548,0,0,0.008064516,0.032258065,0.653225806,0,0,0,0.008064516,0,0,0,syllabus439
440,0.401913876,0.133971292,0.002392344,0,0,0,0.002392344,0.100478469,0.320574163,0.009569378,0,0,0.014354067,0.002392344,0.009569378,0,0,0,0,0.002392344,syllabus440
441,0.452214452,0.046620047,0,0,0,0,0.004662005,0.207459207,0.256410256,0,0,0,0.018648019,0.009324009,0,0,0,0,0,0.004662005,syllabus441
442,0,0,0,0,0,0,0,0.406015038,0.07518797,0.488721805,0.022556391,0,0.007518797,0,0,0,0,0,0,0,syllabus442
443,0,0,0.008196721,0,0,0,0,0.237704918,0.483606557,0.229508197,0,0,0.008196721,0,0.008196721,0,0,0,0.024590164,0,syllabus443
444,0.015873016,0.06031746,0.022222222,0.603174603,0,0.001058201,0.002116402,0.138624339,0.132275132,0,0,0.02010582,0.004232804,0,0,0,0,0,0,0,syllabus444
445,0,0.059027778,0,0,0,0.005208333,0.001736111,0.184027778,0.15625,0.541666667,0.010416667,0.013888889,0.026041667,0,0,0,0,0,0,0.001736111,syllabus445
446,0,0.452091768,0.001349528,0,0,0,0.085020243,0.067476383,0.218623482,0,0.004048583,0,0.001349528,0.006747638,0,0,0,0,0.156545209,0.006747638,syllabus446
447,0,0.266743649,0.001154734,0,0,0.004618938,0,0.055427252,0.340646651,0.079676674,0,0.019630485,0,0,0,0,0,0.227482679,0.001154734,0.003464203,syllabus447
448,0,0.430335097,0,0.174603175,0,0,0,0.091710758,0.141093474,0.007054674,0.088183422,0,0,0,0.005291005,0.007054674,0,0.005291005,0,0.049382716,syllabus448
449,0,0.383912249,0.007312614,0.087751371,0,0,0.012797075,0.18464351,0.234003656,0.014625229,0.023765996,0,0.003656307,0,0.001828154,0,0,0.045703839,0,0,syllabus449
450,0,0.024771838,0.001303781,0,0.005215124,0.003911343,0.006518905,0.142112125,0.13559322,0,0.071707953,0,0.045632334,0,0.001303781,0.560625815,0.001303781,0,0,0,syllabus450
451,0,0.219330855,0,0,0.011152416,0,0.001858736,0.111524164,0.210037175,0.43866171,0,0.005576208,0,0.001858736,0,0,0,0,0,0,syllabus451
452,0,0.472622478,0,0.008645533,0.097982709,0,0,0.247838617,0.051873199,0.023054755,0.017291066,0.002881844,0,0.077809798,0,0,0,0,0,0,syllabus452
453,0,0.12345679,0.001371742,0,0,0,0,0.126200274,0.282578875,0,0.061728395,0,0.399176955,0.001371742,0,0.004115226,0,0,0,0,syllabus453
454,0.059308072,0.270181219,0,0.392092257,0,0,0,0.090609555,0.125205931,0,0,0.003294893,0,0,0,0.05601318,0,0.003294893,0,0,syllabus454
455,0,0,0.013513514,0.027027027,0,0,0,0.283783784,0.121621622,0,0,0,0,0,0,0,0,0.006756757,0,0.547297297,syllabus455
456,0.003636364,0.054545455,0.003636364,0.010909091,0,0.001818182,0.005454545,0.083636364,0.470909091,0.318181818,0,0.007272727,0.001818182,0.003636364,0,0,0,0.034545455,0,0,syllabus456
457,0,0.273492286,0.001402525,0.503506311,0.001402525,0,0.012622721,0.068723703,0.088359046,0,0.037868163,0,0,0,0.002805049,0,0,0,0,0.009817672,syllabus457
458,0.005235602,0.015706806,0,0.670157068,0,0,0.010471204,0.240837696,0.005235602,0,0,0,0,0,0,0,0,0.052356021,0,0,syllabus458
459,0,0.374760994,0,0.145315488,0.005736138,0,0,0.061185468,0.369024857,0.017208413,0,0.005736138,0.015296367,0,0,0.003824092,0.001912046,0,0,0,syllabus459
460,0,0.20441989,0.027624309,0.002762431,0.002762431,0,0,0.26519337,0.129834254,0,0,0,0,0,0,0,0,0.005524862,0.361878453,0,syllabus460
461,0.067039106,0.072625698,0.070763501,0.005586592,0.294227188,0,0.005586592,0.173184358,0.188081937,0,0.001862197,0,0,0,0.078212291,0,0,0,0.001862197,0.040968343,syllabus461
462,0.005319149,0.22606383,0,0.558510638,0,0.005319149,0,0.118351064,0.07712766,0,0,0,0,0.002659574,0,0,0.002659574,0,0.001329787,0.002659574,syllabus462
463,0.001968504,0.277559055,0.001968504,0,0,0,0,0.122047244,0.234251969,0.334645669,0,0,0.013779528,0.005905512,0,0,0,0.001968504,0,0.005905512,syllabus463
464,0,0.050442478,0,0,0,0,0.000884956,0.025663717,0.175221239,0,0.051327434,0,0.694690265,0,0,0.001769912,0,0,0,0,syllabus464
465,0.000755858,0.314436886,0,0,0,0,0,0.068783069,0.176870748,0.437641723,0,0,0,0,0,0,0.000755858,0,0,0.000755858,syllabus465
466,0,0.205882353,0,0,0.007352941,0,0,0.209558824,0.047794118,0,0,0.132352941,0,0,0,0.007352941,0,0,0.003676471,0.386029412,syllabus466
467,0,0.107446809,0,0,0.00106383,0.00106383,0,0.030851064,0.311702128,0.00106383,0.00106383,0,0,0,0.00212766,0,0,0.543617021,0,0,syllabus467
468,0,0.091561939,0,0,0,0,0,0.087971275,0.28545781,0.524236984,0.005385996,0,0,0.001795332,0.001795332,0,0,0,0,0.001795332,syllabus468
469,0,0,0.011904762,0.011904762,0,0,0,0.267857143,0.119047619,0.023809524,0,0,0,0.029761905,0,0,0,0,0,0.535714286,syllabus469
470,0,0.401759531,0,0,0,0,0,0.2228739,0.137829912,0,0,0,0,0,0.002932551,0,0,0.2228739,0.011730205,0,syllabus470
471,0,0.251004016,0,0,0,0,0,0.142570281,0.21686747,0,0.002008032,0.006024096,0,0,0,0.112449799,0,0.008032129,0,0.261044177,syllabus471
472,0,0.362318841,0.001317523,0.507246377,0,0,0.002635046,0.114624506,0,0,0,0,0,0,0,0,0.006587615,0,0,0.005270092,syllabus472
473,0,0.468487395,0,0.00210084,0,0.086134454,0,0.153361345,0.197478992,0,0.046218487,0,0.046218487,0,0,0,0,0,0,0,syllabus473
474,0,0,0,0.008130081,0,0.024390244,0.008130081,0.268292683,0,0,0,0,0,0.032520325,0.016260163,0,0.585365854,0.008130081,0,0.048780488,syllabus474
475,0.001042753,0.286757039,0,0,0,0,0.001042753,0.03649635,0.151199166,0.001042753,0,0,0.001042753,0,0.056308655,0.458811262,0,0,0.004171011,0.002085506,syllabus475
476,0,0.478787879,0,0,0,0,0.003030303,0.175757576,0.175757576,0,0,0.003030303,0,0,0.006060606,0.021212121,0.054545455,0,0.006060606,0.075757576,syllabus476
477,0.012891344,0.197053407,0,0.001841621,0,0,0.001841621,0.099447514,0.073664825,0,0,0,0.583793738,0,0.023941068,0.005524862,0,0,0,0,syllabus477
478,0,0,0.006711409,0.080536913,0,0,0,0.261744966,0.268456376,0,0,0.006711409,0,0,0,0,0,0.375838926,0,0,syllabus478
479,0,0,0,0.001357958,0,0,0.000271592,0.000543183,0.244160782,0,0.121401412,0,0.632265073,0,0,0,0,0,0,0,syllabus479
480,0,0,0,0.429012346,0,0,0,0.231481481,0.151234568,0,0.015432099,0,0.018518519,0,0,0,0,0,0.148148148,0.00617284,syllabus480
481,0,0,0,0,0,0,0,0.226912929,0.216358839,0,0,0.443271768,0,0.002638522,0,0,0,0,0,0.110817942,syllabus481
482,0,0,0,0.001587302,0,0,0.017460317,0.104761905,0.520634921,0,0,0.111111111,0.001587302,0.003174603,0,0.001587302,0,0.233333333,0.003174603,0.001587302,syllabus482
483,0.639296188,0,0,0,0.026392962,0,0,0.083088954,0.179863148,0,0.002932551,0,0.000977517,0.000977517,0.007820137,0,0,0.055718475,0,0.002932551,syllabus483
484,0,0,0.045592705,0,0,0.006079027,0,0.218844985,0.17325228,0.474164134,0.075987842,0,0,0,0.006079027,0,0,0,0,0,syllabus484
485,0,0.00172117,0.04302926,0,0,0,0,0.127366609,0.256454389,0,0.483648881,0,0.077452668,0,0,0,0.006884682,0,0,0.003442341,syllabus485
486,0,0.04950495,0,0,0,0,0,0.257425743,0.133663366,0,0.014851485,0.430693069,0.00990099,0,0.03960396,0,0.004950495,0,0,0.059405941,syllabus486
